Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,AminerCitationCount_06-2020,XploreCitationCount - 2020-01,PubsCited,Award,pdf_local
VAST,2018,Vulnus: Visual Vulnerability Analysis for Network Security,10.1109/TVCG.2018.2865028,http://dx.doi.org/10.1109/TVCG.2018.2865028,183,192,J,"Vulnerabilities represent one of the main weaknesses of IT systems and the availability of consolidated official data, like CVE (Common Vulnerabilities and Exposures), allows for using them to compute the paths an attacker is likely to follow. However, even if patches are available, business constraints or lack of resources create obstacles to their straightforward application. As a consequence, the security manager of a network needs to deal with a large number of vulnerabilities, making decisions on how to cope with them. This paper presents VULNUS (VULNerabilities visUal aSsessment), a visual analytics solution for dynamically inspecting the vulnerabilities spread on networks, allowing for a quick understanding of the network status and visually classifying nodes according to their vulnerabilities. Moreover, VULNUS computes the approximated optimal sequence of patches able to eliminate all the attack paths and allows for exploring sub-optimal patching strategies, simulating the effect of removing one or more vulnerabilities. VULNUS has been evaluated by domain experts using a lab-test experiment, investigating the effectiveness and efficiency of the proposed solution.",Marco Angelini;Graziano Blasilli;Tiziana Catarci;Simone Lenti;Giuseppe Santucci,Marco Angelini;Graziano Blasilli;Tiziana Catarci;Simone Lenti;Giuseppe Santucci,University of Rome “La Sapienza”;University of Rome “La Sapienza”;University of Rome “La Sapienza”;University of Rome “La Sapienza”;University of Rome “La Sapienza”,10.1109/TVCG.2007.70540;10.1109/TVCG.2007.70522;10.1109/INFVIS.2001.963283,"Visual Analytics,Network security,Vulnerability analysis,CVE,CVSS,Attack Graph,Vulnerability triage and management",0.0,3.0,3.0,46.0,nan,papers/vast-tvcg/183_angelini.pdf
VAST,2018,GraphProtector: A Visual Interface for Employing and Assessing Multiple Privacy Preserving Graph Algorithms,10.1109/TVCG.2018.2865021,http://dx.doi.org/10.1109/TVCG.2018.2865021,193,203,J,"Analyzing social networks reveals the relationships between individuals and groups in the data. However, such analysis can also lead to privacy exposure (whether intentionally or inadvertently): leaking the real-world identity of ostensibly anonymous individuals. Most sanitization strategies modify the graph's structure based on hypothesized tactics that an adversary would employ. While combining multiple anonymization schemes provides a more comprehensive privacy protection, deciding the appropriate set of techniques-along with evaluating how applying the strategies will affect the utility of the anonymized results-remains a significant challenge. To address this problem, we introduce GraphProtector, a visual interface that guides a user through a privacy preservation pipeline. GraphProtector enables multiple privacy protection schemes which can be simultaneously combined together as a hybrid approach. To demonstrate the effectiveness of GraphPro tector, we report several case studies and feedback collected from interviews with expert users in various scenarios.",Xu-Meng Wang;Wei Chen 0001;Jia-Kai Chou;Chris Bryan;Huihua Guan;Wenlong Chen;Rusheng Pan;Kwan-Liu Ma,Xumeng Wang;Wei Chen;Jia-Kai Chou;Chris Bryan;Huihua Guan;Wenlong Chen;Rusheng Pan;Kwan-Liu Ma,"Zhejiang University;Zhejiang University;University of California, Davis;University of California, Davis;Zhejiang UniversityAlibaba Group;Zhejiang University;Zhejiang University;University of California, Davis",10.1109/TVCG.2011.163;10.1109/TVCG.2017.2745139;10.1109/TVCG.2014.2346920,"Graph privacy,k-anonymity,structural features,privacy preservation",0.0,3.0,1.0,57.0,nan,papers/vast-tvcg/193_wang.pdf
VAST,2018,Situ: Identifying and Explaining Suspicious Behavior in Networks,10.1109/TVCG.2018.2865029,http://dx.doi.org/10.1109/TVCG.2018.2865029,204,214,J,"Despite the best efforts of cyber security analysts, networked computing assets are routinely compromised, resulting in the loss of intellectual property, the disclosure of state secrets, and major financial damages. Anomaly detection methods are beneficial for detecting new types of attacks and abnormal network activity, but such algorithms can be difficult to understand and trust. Network operators and cyber analysts need fast and scalable tools to help identify suspicious behavior that bypasses automated security systems, but operators do not want another automated tool with algorithms they do not trust. Experts need tools to augment their own domain expertise and to provide a contextual understanding of suspicious behavior to help them make decisions. In this paper we present Situ, a visual analytics system for discovering suspicious behavior in streaming network data. Situ provides a scalable solution that combines anomaly detection with information visualization. The system's visualizations enable operators to identify and investigate the most anomalous events and IP addresses, and the tool provides context to help operators understand why they are anomalous. Finally, operators need tools that can be integrated into their workflow and with their existing tools. This paper describes the Situ platform and its deployment in an operational network setting. We discuss how operators are currently using the tool in a large organization's security operations center and present the results of expert reviews with professionals.",John R. Goodall;Eric D. Ragan;Chad A. Steed;Joel W. Reed;G. David Richardson;Kelly M. T. Huffer;Robert A. Bridges;Jason A. Laska,John R. Goodall;Eric D. Ragan;Chad A. Steed;Joel W. Reed;G. David Richardson;Kelly M.T. Huffer;Robert A. Bridges;Jason A. Laska,Oak Ridge National Laboratory;University of Florida;Oak Ridge National Laboratory;Oak Ridge National Laboratory;Oak Ridge National Laboratory;Oak Ridge National Laboratory;Oak Ridge National Laboratory;Oak Ridge National Laboratory,10.1109/TVCG.2007.70589,"Network security,situational awareness,privacy and security,streaming data,machine learning,visualization",0.0,3.0,3.0,55.0,nan,papers/vast-tvcg/204_goodall.pdf
VAST,2018,A Visual Analytics Framework for the Detection of Anomalous Call Stack Trees in High Performance Computing Applications,10.1109/TVCG.2018.2865026,http://dx.doi.org/10.1109/TVCG.2018.2865026,215,224,J,"Anomalous runtime behavior detection is one of the most important tasks for performance diagnosis in High Performance Computing (HPC). Most of the existing methods find anomalous executions based on the properties of individual functions, such as execution time. However, it is insufficient to identify abnormal behavior without taking into account the context of the executions, such as the invocations of children functions and the communications with other HPC nodes. We improve upon the existing anomaly detection approaches by utilizing the call stack structures of the executions, which record rich temporal and contextual information. With our call stack tree (CSTree) representation of the executions, we formulate the anomaly detection problem as finding anomalous tree structures in a call stack forest. The CSTrees are converted to vector representations using our proposed stack2vec embedding. Structural and temporal visualizations of CSTrees are provided to support users in the identification and verification of the anomalies during an active anomaly detection process. Three case studies of real-world HPC applications demonstrate the capabilities of our approach.",Cong Xie;Wei Xu;Klaus Mueller,Cong Xie;Wei Xu;Klaus Mueller,Department of Computer ScienceStony Brook University;Computational Science InitiativeBrookhaven National Laboratory;Department of Computer ScienceStony Brook University,10.1109/TVCG.2015.2467552;10.1109/TVCG.2012.277;10.1109/VAST.2016.7883514;10.1109/TVCG.2016.2598664,"Call Stack,Performance Visualization,Representation Learning,Active Learning,Anomaly Detection",0.0,6.0,5.0,55.0,HM,papers/vast-tvcg/215_xie.pdf
VAST,2018,Lessons Learned Developing a Visual Analytics Solution for Investigative Analysis of Scamming Activities,10.1109/TVCG.2018.2865023,http://dx.doi.org/10.1109/TVCG.2018.2865023,225,234,J,"The forensic investigation of communication datasets which contain unstructured text, social network information, and metadata is a complex task that is becoming more important due to the immense amount of data being collected. Currently there are limited approaches that allow an investigator to explore the network, text and metadata in a unified manner. We developed Beagle as a forensic tool for email datasets that allows investigators to flexibly form complex queries in order to discover important information in email data. Beagle was successfully deployed at a security firm which had a large email dataset that was difficult to properly investigate. We discuss our experience developing Beagle as well as the lessons we learned applying visual analytic techniques to a difficult real-world problem.",Jay Koven;Cristian Felix;Hossein Siadati;Markus Jakobsson;Enrico Bertini,Jay Koven;Cristian Felix;Hossein Siadati;Markus Jakobsson;Enrico Bertini,NYU Tandon School of Engineering;NYU Tandon School of Engineering;NYU Tandon School of Engineering;Amber Solutions Inc.;NYU Tandon School of Engineering,10.1109/VAST.2007.4389011;10.1109/VAST.2010.5652968;10.1109/INFVIS.2003.1249028;10.1109/TVCG.2009.111;10.1109/TVCG.2014.2346481;10.1109/TVCG.2012.213,"Visual Analytics,Email Investigation,Email Forensics",0.0,1.0,0.0,26.0,nan,papers/vast-tvcg/225_koven.pdf
InfoVis,2018,Origin-Destination Flow Maps in Immersive Environments,10.1109/TVCG.2018.2865192,http://dx.doi.org/10.1109/TVCG.2018.2865192,693,703,J,"Immersive virtual- and augmented-reality headsets can overlay a flat image against any surface or hang virtual objects in the space around the user. The technology is rapidly improving and may, in the long term, replace traditional flat panel displays in many situations. When displays are no longer intrinsically flat, how should we use the space around the user for abstract data visualisation? In this paper, we ask this question with respect to origin-destination flow data in a global geographic context. We report on the findings of three studies exploring different spatial encodings for flow maps. The first experiment focuses on different 2D and 3D encodings for flows on flat maps. We find that participants are significantly more accurate with raised flow paths whose height is proportional to flow distance but fastest with traditional straight line 2D flows. In our second and third experiment we compared flat maps, 3D globes and a novel interactive design we call<i>MapsLink</i>, involving a pair of linked flat maps. We find that participants took significantly more time with MapsLink than other flow maps while the 3D globe with raised flows was the fastest, most accurate, and most preferred method. Our work suggests that<i>careful</i>use of the third spatial dimension can resolve visual clutter in complex flow maps.",Yalong Yang 0001;Tim Dwyer;Bernhard Jenny;Kim Marriott;Maxime Cordeil;Haohui Chen,Yalong Yang;Tim Dwyer;Bernhard Jenny;Kim Marriott;Maxime Cordeil;Haohui Chen,"Monash University;Monash University;Monash University;Monash University;Monash University;Data61, CSIRO, Australia",10.1109/TVCG.2016.2598958;10.1109/TVCG.2011.202;10.1109/TVCG.2007.70521;10.1109/INFVIS.1995.528697;10.1109/INFVIS.1996.559226;10.1109/INFVIS.2005.1532150;10.1109/TVCG.2011.181;10.1109/TVCG.2014.2346441;10.1109/INFVIS.2003.1249008;10.1109/TVCG.2016.2598885,"Origin-destination,Flow Map,Virtual Reality,Cartographic Information Visualisation,Immersive Analytics",0.0,8.0,2.0,67.0,nan,papers/infovis-tvcg/693_yang.pdf
InfoVis,2018,FiberClay: Sculpting Three Dimensional Trajectories to Reveal Structural Insights,10.1109/TVCG.2018.2865191,http://dx.doi.org/10.1109/TVCG.2018.2865191,704,714,J,"Visualizing 3D trajectories to extract insights about their similarities and spatial configuration is a critical task in several domains. Air traffic controllers for example deal with large quantities of aircrafts routes to optimize safety in airspace and neuroscientists attempt to understand neuronal pathways in the human brain by visualizing bundles of fibers from DTI images. Extracting insights from masses of 3D trajectories is challenging as the multiple three dimensional lines have complex geometries, may overlap, cross or even merge with each other, making it impossible to follow individual ones in dense areas. As trajectories are inherently spatial and three dimensional, we propose FiberClay: a system to display and interact with 3D trajectories in immersive environments. FiberClay renders a large quantity of trajectories in real time using GP-GPU techniques. FiberClay also introduces a new set of interactive techniques for composing complex queries in 3D space leveraging immersive environment controllers and user position. These techniques enable an analyst to select and compare sets of trajectories with specific geometries and data properties. We conclude by discussing insights found using FiberClay with domain experts in air traffic control and neurology.",Christophe Hurter;Nathalie Henry Riche;Steven Mark Drucker;Maxime Cordeil;Richard Alligier;Romain Vuillemot,Christophe Hurter;Nathalie Henry Riche;Steven M. Drucker;Maxime Cordeil;Richard Alligier;Romain Vuillemot,"ENAC, The French Civil Aviation University, Toulouse University, France;Microsoft Research;Microsoft Research;Monash University;ENAC, The French Civil Aviation University, Toulouse University, France;Univ Lyon, École Centrale de Lyon, CNRS UMR52 05, LIRIS, France",10.1109/TVCG.2016.2599217;10.1109/TVCG.2011.192;10.1109/VISUAL.1991.175794;10.1109/TVCG.2008.153;10.1109/TVCG.2011.233;10.1109/TVCG.2013.226;10.1109/TVCG.2017.2744338;10.1109/TVCG.2009.145;10.1109/INFVIS.2004.27;10.1109/TVCG.2011.224;10.1109/TVCG.2015.2467112;10.1109/TVCG.2013.153;10.1109/TVCG.2012.265;10.1109/TVCG.2017.2744079;10.1109/TVCG.2012.217,"Immersive Analytics,3D Visualization,Dynamic Queries,Bimanual Interaction,Multidimensional Data",0.0,7.0,4.0,58.0,nan,papers/infovis-tvcg/704_hurter.pdf
InfoVis,2018,DXR: A Toolkit for Building Immersive Data Visualizations,10.1109/TVCG.2018.2865152,http://dx.doi.org/10.1109/TVCG.2018.2865152,715,725,J,"This paper presents DXR, a toolkit for building immersive data visualizations based on the Unity development platform. Over the past years, immersive data visualizations in augmented and virtual reality (AR, VR) have been emerging as a promising medium for data sense-making beyond the desktop. However, creating immersive visualizations remains challenging, and often require complex low-level programming and tedious manual encoding of data attributes to geometric and visual properties. These can hinder the iterative idea-to-prototype process, especially for developers without experience in 3D graphics, AR, and VR programming. With DXR, developers can efficiently specify visualization designs using a concise declarative visualization grammar inspired by Vega-Lite. DXR further provides a GUI for easy and quick edits and previews of visualization designs in-situ, i.e., while immersed in the virtual world. DXR also provides reusable templates and customizable graphical marks, enabling unique and engaging visualizations. We demonstrate the flexibility of DXR through several examples spanning a wide range of applications.",Ronell Sicat;Jiabao Li;Junyoung Choi;Maxime Cordeil;Won-Ki Jeong;Benjamin Bach;Hanspeter Pfister,Ronell Sicat;Jiabao Li;Junyoung Choi;Maxime Cordeil;Won-Ki Jeong;Benjamin Bach;Hanspeter Pfister,Harvard Visual Computing Group;Harvard Graduate School of Design;Ulsan National Institute of Science and Technology;Immersive Analytics LabMonash University;Ulsan National Institute of Science and Technology;School of InformaticsEdinburgh University;Harvard Visual Computing Group,10.1109/TVCG.2017.2745941;10.1109/TVCG.2016.2598609;10.1109/TVCG.2009.174;10.1109/TVCG.2011.185;10.1109/TVCG.2014.2346322;10.1109/TVCG.2016.2599107;10.1109/INFVIS.2004.64;10.1109/TVCG.2010.144;10.1109/TVCG.2016.2598620;10.1109/TVCG.2015.2467449;10.1109/TVCG.2014.2346318;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/TVCG.2017.2744079;10.1109/TVCG.2016.2598608,"Augmented Reality,Virtual Reality,Immersive Visualization,Immersive Analytics,Visualization Toolkit",0.0,8.0,2.0,72.0,nan,papers/infovis-tvcg/715_sicat.pdf
InfoVis,2018,Information Olfactation: Harnessing Scent to Convey Data,10.1109/TVCG.2018.2865237,http://dx.doi.org/10.1109/TVCG.2018.2865237,726,736,J,"Olfactory feedback for analytical tasks is a virtually unexplored area in spite of the advantages it offers for information recall, feature identification, and location detection. Here we introduce the concept of information olfactation as the fragrant sibling of information visualization, and discuss how scent can be used to convey data. Building on a review of the human olfactory system and mirroring common visualization practice, we propose olfactory marks, the substrate in which they exist, and their olfactory channels that are available to designers. To exemplify this idea, we present viScent: A six-scent stereo olfactory display capable of conveying olfactory glyphs of varying temperature and direction, as well as a corresponding software system that integrates the display with a traditional visualization display. Finally, we present three applications that make use of the viScent system: A 2D graph visualization, a 2D line and point chart, and an immersive analytics graph visualization in 3D virtual reality. We close the paper with a review of possible extensions of viScent and applications of information olfactation for general visualization beyond the examples in this paper.",Biswaksen Patnaik;Andrea Batch;Niklas Elmqvist,Biswaksen Patnaik;Andrea Batch;Niklas Elmqvist,"University of Maryland, College Park, MD, USA;University of Maryland, College Park, MD, USA;University of Maryland, College Park, MD, USA",10.1109/TVCG.2016.2599107,"Olfaction,smell,scent,olfactory display,immersive analytics,immersion",0.0,2.0,1.0,104.0,nan,papers/infovis-tvcg/726_patnaik.pdf
InfoVis,2018,Dynamic Composite Data Physicalization Using Wheeled Micro-Robots,10.1109/TVCG.2018.2865159,http://dx.doi.org/10.1109/TVCG.2018.2865159,737,747,J,"This paper introduces dynamic composite physicalizations, a new class of physical visualizations that use collections of self-propelled objects to represent data. Dynamic composite physicalizations can be used both to give physical form to well-known interactive visualization techniques, and to explore new visualizations and interaction paradigms. We first propose a design space characterizing composite physicalizations based on previous work in the fields of Information Visualization and Human Computer Interaction. We illustrate dynamic composite physicalizations in two scenarios demonstrating potential benefits for collaboration and decision making, as well as new opportunities for physical interaction. We then describe our implementation using wheeled micro-robots capable of locating themselves and sensing user input, before discussing limitations and opportunities for future work.",Mathieu Le Goc;Charles Perin;Sean Follmer;Jean-Daniel Fekete;Pierre Dragicevic,Mathieu Le Goc;Charles Perin;Sean Follmer;Jean-Daniel Fekete;Pierre Dragicevic,"Stanford University, USA;University of Victoria, Canada;Stanford University, USA;INRIA, Saclay, France;INRIA, Saclay, France",10.1109/TVCG.2014.2346984;10.1109/TVCG.2014.2346424;10.1109/TVCG.2008.153;10.1109/TVCG.2007.70539;10.1109/TVCG.2014.2346292;10.1109/TVCG.2013.227;10.1109/TVCG.2013.134;10.1109/TVCG.2014.2346250;10.1109/TVCG.2017.2743859;10.1109/TVCG.2016.2598920;10.1109/TVCG.2012.199;10.1109/TVCG.2014.2346279;10.1109/TVCG.2007.70541;10.1109/TVCG.2016.2598498,"information visualization,data physicalization,tangible user interfaces",1.0,2.0,1.0,92.0,nan,papers/infovis-tvcg/737_legoc.pdf
SciVis,2018,Robust and Fast Extraction of 3D Symmetric Tensor Field Topology,10.1109/TVCG.2018.2864768,http://dx.doi.org/10.1109/TVCG.2018.2864768,1102,1111,J,"3D symmetric tensor fields appear in many science and engineering fields, and topology-driven analysis is important in many of these application domains, such as solid mechanics and fluid dynamics. Degenerate curves and neutral surfaces are important topological features in 3D symmetric tensor fields. Existing methods to extract degenerate curves and neutral surfaces often miss parts of the curves and surfaces, respectively. Moreover, these methods are computationally expensive due to the lack of knowledge of structures of degenerate curves and neutral surfaces.&lt;;/p&gt; &lt;;p&gt;In this paper, we provide theoretical analysis on the geometric and topological structures of degenerate curves and neutral surfaces of 3D linear tensor fields. These structures lead to parameterizations for degenerate curves and neutral surfaces that can not only provide more robust extraction of these features but also incur less computational cost.&lt;;/p&gt; &lt;;p&gt;We demonstrate the benefits of our approach by applying our degenerate curve and neutral surface detection techniques to solid mechanics simulation data sets.",Lawrence Roy;Prashant Kumar;Yue Zhang 0009;Eugene Zhang,Lawrence Roy;Prashant Kumar;Yue Zhang;Eugene Zhang,Oregon State University;Oregon State University;Oregon State University;Oregon State University,10.1109/TVCG.2009.184;10.1109/VISUAL.1994.346326;10.1109/TVCG.2008.148;10.1109/VISUAL.2000.885716;10.1109/VISUAL.2004.105;10.1109/VISUAL.2005.1532841,"Tensor field visualization,3D symmetric tensor fields,tensor field topology,traceless tensors,degenerate curve extraction,neutral surface extraction",0.0,1.0,1.0,24.0,nan,papers/scivis-tvcg/1102_roy.pdf
SciVis,2018,DT-MRI Streamsurfaces Revisited,10.1109/TVCG.2018.2864845,http://dx.doi.org/10.1109/TVCG.2018.2864845,1112,1121,J,"DT-MRI streamsurfaces, defined as surfaces that are everywhere tangential to the major and medium eigenvector fields, have been proposed as a tool for visualizing regions of predominantly planar behavior in diffusion tensor MRI. Even though it has long been known that their construction assumes that the involved eigenvector fields satisfy an integrability condition, it has never been tested systematically whether this condition is met in real-world data. We introduce a suitable and efficiently computable test to the visualization literature, demonstrate that it can be used to distinguish integrable from nonintegrable configurations in simulations, and apply it to whole-brain datasets of 15 healthy subjects. We conclude that streamsurface integrability is approximately satisfied in a substantial part of the brain, but not everywhere, including some regions of planarity. As a consequence, algorithms for streamsurface extraction should explicitly test local integrability. Finally, we propose a novel patch-based approach to streamsurface visualization that reduces visual artifacts, and is shown to more fully sample the extent of streamsurfaces.",Michael Ankele;Thomas Schultz 0001,Michael Ankele;Thomas Schultz,University of Bonn;University of Bonn,10.1109/TVCG.2007.70551;10.1109/VISUAL.1992.235211;10.1109/TVCG.2007.70554;10.1109/TVCG.2007.70602;10.1109/TVCG.2008.148,"Diffusion Tensor MRI,streamsurfaces,Frobenius theorem,Lie bracket",0.0,1.0,0.0,36.0,nan,papers/scivis-tvcg/1112_ankele.pdf
SciVis,2018,Tensor Field Visualization using Fiber Surfaces of Invariant Space,10.1109/TVCG.2018.2864846,http://dx.doi.org/10.1109/TVCG.2018.2864846,1122,1131,J,"Scientific visualization developed successful methods for scalar and vector fields. For tensor fields, however, effective, interactive visualizations are still missing despite progress over the last decades. We present a general approach for the generation of separating surfaces in symmetric, second-order, three-dimensional tensor fields. These surfaces are defined as fiber surfaces of the invariant space, i.e. as pre-images of surfaces in the range of a complete set of invariants. This approach leads to a generalization of the fiber surface algorithm by Klacansky et al. [16] to three dimensions in the range. This is due to the fact that the invariant space is three-dimensional for symmetric second-order tensors over a spatial domain. We present an algorithm for surface construction for simplicial grids in the domain and simplicial surfaces in the invariant space. We demonstrate our approach by applying it to stress fields from component design in mechanical engineering.",Felix Raith;Christian Blecha;Thomas Nagel;Francesco Parisio;Olaf Kolditz;Fabian Günther;Markus Stommel;Gerik Scheuermann,Felix Raith;Christian Blecha;Thomas Nagel;Francesco Parisio;Olaf Kolditz;Fabian Günther;Markus Stommel;Gerik Scheuermann,"Institute of Computer Science, Leipzig University, Leipzig, Germany;Institute of Computer Science, Leipzig University, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Faculty for Mechanical Engineering, TU Dortmund University, Dortmund;Faculty for Mechanical Engineering, TU Dortmund University, Dortmund;Institute of Computer Science, Leipzig University, Leipzig, Germany",10.1109/VISUAL.1994.346326,"visualization,tensor field,invariants,fiber surface,interaction",0.0,2.0,1.0,36.0,nan,papers/scivis-tvcg/1122_raith.pdf
VAST,2018,An Interactive Method to Improve Crowdsourced Annotations,10.1109/TVCG.2018.2864843,http://dx.doi.org/10.1109/TVCG.2018.2864843,235,245,J,"In order to effectively infer correct labels from noisy crowdsourced annotations, learning-from-crowds models have introduced expert validation. However, little research has been done on facilitating the validation procedure. In this paper, we propose an interactive method to assist experts in verifying uncertain instance labels and unreliable workers. Given the instance labels and worker reliability inferred from a learning-from-crowds model, candidate instances and workers are selected for expert validation. The influence of verified results is propagated to relevant instances and workers through the learning-from-crowds model. To facilitate the validation of annotations, we have developed a confusion visualization to indicate the confusing classes for further exploration, a constrained projection method to show the uncertain labels in context, and a scatter-plot-based visualization to illustrate worker reliability. The three visualizations are tightly integrated with the learning-from-crowds model to provide an iterative and progressive environment for data validation. Two case studies were conducted that demonstrate our approach offers an efficient method for validating and improving crowdsourced annotations.",Shixia Liu;Changjian Chen;Yafeng Lu;Fang-Xin Ou-Yang;Bin Wang,Shixia Liu;Changjian Chen;Yafeng Lu;Fangxin Ouyang;Bin Wang,School of SoftwareTsinghua University;School of SoftwareTsinghua University;Arizona State University;School of SoftwareTsinghua University;School of SoftwareTsinghua University,10.1109/TVCG.2016.2598592;10.1109/VAST.2014.7042480;10.1109/TVCG.2017.2744818;10.1109/VAST.2016.7883520;10.1109/TVCG.2011.202;10.1109/TVCG.2014.2346594;10.1109/TVCG.2013.212;10.1109/TVCG.2011.239;10.1109/TVCG.2012.277;10.1109/VAST.2012.6400492;10.1109/TVCG.2016.2598445;10.1109/TVCG.2015.2467622;10.1109/TVCG.2015.2467554;10.1109/TVCG.2017.2744938;10.1109/TVCG.2016.2598831;10.1109/TVCG.2017.2744378;10.1109/VAST.2016.7883508;10.1109/TVCG.2009.139;10.1109/TVCG.2016.2598829;10.1109/TVCG.2017.2745078;10.1109/VAST.2014.7042494;10.1109/TVCG.2017.2744685;10.1109/TVCG.2013.164;10.1109/VAST.2016.7883514,"Crowdsourcing,learning-from-crowds,interactive visualization,focus + context",nan,4.0,2.0,65.0,nan,papers/vast-tvcg/235_liu.pdf
VAST,2018,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,10.1109/TVCG.2018.2865043,http://dx.doi.org/10.1109/TVCG.2018.2865043,246,255,J,"We present RegressionExplorer, a Visual Analytics tool for the interactive exploration of logistic regression models. Our application domain is Clinical Biostatistics, where models are derived from patient data with the aim to obtain clinically meaningful insights and consequences. Development and interpretation of a proper model requires domain expertise and insight into model characteristics. Because of time constraints, often a limited number of candidate models is evaluated. RegressionExplorer enables experts to quickly generate, evaluate, and compare many different models, taking the workflow for model development as starting point. Global patterns in parameter values of candidate models can be explored effectively. In addition, experts are enabled to compare candidate models across multiple subpopulations. The insights obtained can be used to formulate new hypotheses or to steer model development. The effectiveness of the tool is demonstrated for two uses cases: prediction of a cardiac conduction disorder in patients after receiving a heart valve implant and prediction of hypernatremia in critically ill patients.",Dennis Dingen;Marcel van 't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Hendrikus H. M. Korsten;Arthur R. A. Bouwman;Jarke J. van Wijk,Dennis Dingen;Marcel van't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Erik H.H.M. Korsten;Arthur R.A. Bouwman;Jarke van Wijk,Eindhoven University of Technology;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;University of Technology,10.1109/VAST.2017.8585720;10.1109/TVCG.2015.2467325;10.1109/TVCG.2013.125;10.1109/VAST.2011.6102453;10.1109/TVCG.2015.2467931,"Visual analytics,Predictive visual analytics,Exploratory data analysis,Multivariate statistics,Regression analysis,Variable selection,Subgroup analysis",nan,2.0,1.0,32.0,nan,papers/vast-tvcg/246_dingen.pdf
VAST,2018,Drag and Track: A Direct Manipulation Interface for Contextualizing Data Instances within a Continuous Parameter Space,10.1109/TVCG.2018.2865051,http://dx.doi.org/10.1109/TVCG.2018.2865051,256,266,J,"We present a direct manipulation technique that allows material scientists to interactively highlight relevant parameterized simulation instances located in dimensionally reduced spaces, enabling a user-defined understanding of a continuous parameter space. Our goals are two-fold: first, to build a user-directed intuition of dimensionally reduced data, and second, to provide a mechanism for creatively exploring parameter relationships in parameterized simulation sets, called ensembles. We start by visualizing ensemble data instances in dimensionally reduced scatter plots. To understand these abstract views, we employ user-defined virtual data instances that, through direct manipulation, search an ensemble for similar instances. Users can create multiple of these direct manipulation queries to visually annotate the spaces with sets of highlighted ensemble data instances. User-defined goals are therefore translated into custom illustrations that are projected onto the dimensionally reduced spaces. Combined forward and inverse searches of the parameter space follow naturally allowing for continuous parameter space prediction and visual query comparison in the context of an ensemble. The potential for this visualization technique is confirmed via expert user feedback for a shock physics application and synthetic model analysis.",Daniel Orban;Daniel F. Keefe;Ayan Biswas;James P. Ahrens;David H. Rogers,Daniel Orban;Daniel F. Keefe;Ayan Biswas;James Ahrens;David Rogers,"University of Minnesota, USA;University of Minnesota, USA;Los Alamos National Labs;Los Alamos National Labs;Los Alamos National Labs",10.1109/TVCG.2013.133;10.1109/TVCG.2016.2598869;10.1109/VAST.2012.6400486;10.1109/TVCG.2010.190;10.1109/TVCG.2013.147;10.1109/VAST.2012.6400489;10.1109/TVCG.2015.2467436;10.1109/TVCG.2012.260;10.1109/VAST.2011.6102449;10.1109/TVCG.2015.2467204;10.1109/TVCG.2013.141;10.1109/TVCG.2017.2745178;10.1109/TVCG.2014.2346455;10.1109/TVCG.2016.2598589;10.1109/TVCG.2016.2598495;10.1109/TVCG.2016.2598839;10.1109/TVCG.2014.2346321;10.1109/TVCG.2011.248;10.1109/TVCG.2016.2598830,"Visual Parameter Space Analysis,Ensemble Visualization,Semantic Interaction,Direct Manipulation,Shock Physics",0.0,5.0,3.0,56.0,nan,papers/vast-tvcg/256_orban.pdf
